AREA,EIC,EICSUM,EICSOU,EICMAT,EICSUB,POLLUTANT,SEASON,CONTROL_TYPE,2010
CALAVERAS, 510-506-6610-0000,"510-CONSUMER PRODUCTS","506-CONSUMER PRODUCTS","6610-FLEA AND TICK INSECTICIDE                                   ","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 510-506-6611-0000,"510-CONSUMER PRODUCTS","506-CONSUMER PRODUCTS","6611-FLYING INSECT INSECTICIDE - AEROSOLS                        ","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 510-506-6612-0000,"510-CONSUMER PRODUCTS","506-CONSUMER PRODUCTS","6612-FLYING INSECT INSECTICIDE - NON-AEROSOLS                    ","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 510-506-6613-0000,"510-CONSUMER PRODUCTS","506-CONSUMER PRODUCTS","6613-WASP AND HORNET INSECTICIDE                                 ","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 510-506-6614-0000,"510-CONSUMER PRODUCTS","506-CONSUMER PRODUCTS","6614-LAWN AND GARDEN INSECTICIDES                                ","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 510-506-6615-0000,"510-CONSUMER PRODUCTS","506-CONSUMER PRODUCTS","6615-CRAWLING BUG INSECTICIDES - AEROSOLS                        ","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 510-506-6616-0000,"510-CONSUMER PRODUCTS","506-CONSUMER PRODUCTS","6616-CRAWLING BUG INSECTICIDES - NON-AEROSOLS                    ","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 510-506-6617-0000,"510-CONSUMER PRODUCTS","506-CONSUMER PRODUCTS","6617-INSECTICIDE FOGGERS                                         ","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 510-506-6625-0000,"510-CONSUMER PRODUCTS","506-CONSUMER PRODUCTS","6625-INSECT REPELLANTS - AEROSOLS                                ","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 510-506-6626-0000,"510-CONSUMER PRODUCTS","506-CONSUMER PRODUCTS","6626-INSECT REPELLANTS - NON-AEROSOLS                            ","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 510-506-6628-0000,"510-CONSUMER PRODUCTS","506-CONSUMER PRODUCTS","6628-OTHER INSECTICIDES AND REPELLENTS","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 510-506-6630-0000,"510-CONSUMER PRODUCTS","506-CONSUMER PRODUCTS","6630-FABRIC SOFTENER DRYER SHEET","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 510-506-6631-0000,"510-CONSUMER PRODUCTS","506-CONSUMER PRODUCTS","6631-FABRIC SOFTENER","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 510-506-6633-0000,"510-CONSUMER PRODUCTS","506-CONSUMER PRODUCTS","6633-FABRIC REFRESHER - AEROSOL","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 510-506-6634-0000,"510-CONSUMER PRODUCTS","506-CONSUMER PRODUCTS","6634-FABRIC REFRESHER - NON-AEROSOL","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 510-506-6635-0000,"510-CONSUMER PRODUCTS","506-CONSUMER PRODUCTS","6635-CARPET AND UPHOLSTERY CLEANERS - AEROSOLS         ","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 510-506-6636-0000,"510-CONSUMER PRODUCTS","506-CONSUMER PRODUCTS","6636-CARPET AND UPHOLSTERY CLEANERS - NON-AEROSOLS     ","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 510-506-6638-0000,"510-CONSUMER PRODUCTS","506-CONSUMER PRODUCTS","6638-SPOT REMOVERS - AEROSOLS                                    ","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 510-506-6639-0000,"510-CONSUMER PRODUCTS","506-CONSUMER PRODUCTS","6639-SPOT REMOVERS - NON-AEROSOLS                                ","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 510-506-6640-0000,"510-CONSUMER PRODUCTS","506-CONSUMER PRODUCTS","6640-FABRIC PROTECTANTS - AEROSOL                                ","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 510-506-6642-0000,"510-CONSUMER PRODUCTS","506-CONSUMER PRODUCTS","6642-FABRIC PROTECTANT - NON-AEROSOL","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 510-506-6644-0000,"510-CONSUMER PRODUCTS","506-CONSUMER PRODUCTS","6644-MOTHBALLS","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 510-506-6645-0000,"510-CONSUMER PRODUCTS","506-CONSUMER PRODUCTS","6645-FLOOR MAINTENANCE PRODUCT","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 510-506-6650-0000,"510-CONSUMER PRODUCTS","506-CONSUMER PRODUCTS","6650-FLOOR WAX STRIPPERS                                         ","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 510-506-6651-0000,"510-CONSUMER PRODUCTS","506-CONSUMER PRODUCTS","6651-GENERAL PURPOSE CLEANERS - AEROSOLS                         ","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 510-506-6652-0000,"510-CONSUMER PRODUCTS","506-CONSUMER PRODUCTS","6652-GENERAL PURPOSE CLEANERS - NON-AEROSOLS                     ","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 510-506-6653-0000,"510-CONSUMER PRODUCTS","506-CONSUMER PRODUCTS","6653-GENERAL PURPOSE DEGREASERS - AEROSOLS                       ","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 510-506-6654-0000,"510-CONSUMER PRODUCTS","506-CONSUMER PRODUCTS","6654-GENERAL PURPOSE DEGREASERS - NON-AEROSOLS                   ","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 510-506-6655-0000,"510-CONSUMER PRODUCTS","506-CONSUMER PRODUCTS","6655-GLASS CLEANERS - AEROSOLS                                   ","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 510-506-6656-0000,"510-CONSUMER PRODUCTS","506-CONSUMER PRODUCTS","6656-GLASS CLEANERS - NON-AEROSOLS                               ","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 510-506-6657-0000,"510-CONSUMER PRODUCTS","506-CONSUMER PRODUCTS","6657-METAL POLISHES/CLEANSERS                                    ","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 510-506-6658-0000,"510-CONSUMER PRODUCTS","506-CONSUMER PRODUCTS","6658-OVEN CLEANERS - AEROSOLS                           ","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 510-506-6659-0000,"510-CONSUMER PRODUCTS","506-CONSUMER PRODUCTS","6659-OVEN CLEANERS - NON-AEROSOLS                      ","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 510-506-6661-0000,"510-CONSUMER PRODUCTS","506-CONSUMER PRODUCTS","6661-BATHROOM AND TILE CLEANERS - AEROSOLS                       ","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 510-506-6662-0000,"510-CONSUMER PRODUCTS","506-CONSUMER PRODUCTS","6662-BATHROOM AND TILE CLEANERS - NON-AEROSOLS                   ","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 510-506-6663-0000,"510-CONSUMER PRODUCTS","506-CONSUMER PRODUCTS","6663-TOILET/URINAL CARE PRODUCT (PARA-ONLY)","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 510-506-6664-0000,"510-CONSUMER PRODUCTS","506-CONSUMER PRODUCTS","6664-TOILET/URINAL CARE PRODUCT (NON-PARA)","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 510-506-6668-0000,"510-CONSUMER PRODUCTS","506-CONSUMER PRODUCTS","6668-OTHER LAUNDRY PRODUCTS","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 510-506-6670-0000,"510-CONSUMER PRODUCTS","506-CONSUMER PRODUCTS","6670-LAUNDRY PREWASH","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 510-506-6672-0000,"510-CONSUMER PRODUCTS","506-CONSUMER PRODUCTS","6672-LAUNDRY STARCHES_SIZINGS_ETC.                             ","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 510-506-6673-0000,"510-CONSUMER PRODUCTS","506-CONSUMER PRODUCTS","6673-ANTI-STATIC PRODUCT - AEROSOL","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 510-506-6674-0000,"510-CONSUMER PRODUCTS","506-CONSUMER PRODUCTS","6674-ANTI-STATIC PRODUCT - NON-AEROSOL","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 510-506-6680-0000,"510-CONSUMER PRODUCTS","506-CONSUMER PRODUCTS","6680-DUSTING AIDS - AEROSOLS                                     ","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 510-506-6681-0000,"510-CONSUMER PRODUCTS","506-CONSUMER PRODUCTS","6681-DUSTING AIDS - NON-AEROSOLS                                 ","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 510-506-6682-0000,"510-CONSUMER PRODUCTS","506-CONSUMER PRODUCTS","6682-FLOOR POLISH OR WAX                                 ","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 510-506-6684-0000,"510-CONSUMER PRODUCTS","506-CONSUMER PRODUCTS","6684-WOOD FLOOR WAX/POLISH                                       ","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 510-506-6685-0000,"510-CONSUMER PRODUCTS","506-CONSUMER PRODUCTS","6685-FURNITURE MAINTENANCE PRODUCTS - AEROSOLS                   ","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 510-506-6686-0000,"510-CONSUMER PRODUCTS","506-CONSUMER PRODUCTS","6686-FURNITURE MAINTENANCE PRODUCTS - OTHER FORMS                ","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 510-506-6688-0000,"510-CONSUMER PRODUCTS","506-CONSUMER PRODUCTS","6688-FOOTWEAR OR LEATHER CARE PRODUCT - AEROSOL","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 510-506-6689-0000,"510-CONSUMER PRODUCTS","506-CONSUMER PRODUCTS","6689-FOOTWEAR OR LEATHER CARE PRODUCT - SOLID","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 510-506-6690-0000,"510-CONSUMER PRODUCTS","506-CONSUMER PRODUCTS","6690-FOOTWEAR OR LEATHER CARE PRODUCT - ALL OTHER FORMS","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 510-506-6691-0000,"510-CONSUMER PRODUCTS","506-CONSUMER PRODUCTS","6691-WOOD CLEANER - AEROSOL","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 510-506-6692-0000,"510-CONSUMER PRODUCTS","506-CONSUMER PRODUCTS","6692-WOOD CLEANER - NON-AEROSOL","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 510-506-6700-0000,"510-CONSUMER PRODUCTS","506-CONSUMER PRODUCTS","6700-MULTI-PURPOSE LUBRICANT                                     ","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 510-506-6701-0000,"510-CONSUMER PRODUCTS","506-CONSUMER PRODUCTS","6701-SILICONE BASED MULTI-PURPOSE LUBRICANT                      ","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 510-506-6702-0000,"510-CONSUMER PRODUCTS","506-CONSUMER PRODUCTS","6702-PENETRANT                                                   ","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 510-506-6703-0000,"510-CONSUMER PRODUCTS","506-CONSUMER PRODUCTS","6703-SPECIALTY LUBRICANT                                         ","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 510-506-6710-0000,"510-CONSUMER PRODUCTS","506-CONSUMER PRODUCTS","6710-SINGLE PHASE AEROSOL AIR FRESHENERS                         ","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 510-506-6711-0000,"510-CONSUMER PRODUCTS","506-CONSUMER PRODUCTS","6711-DOUBLE PHASE AEROSOL AIR FRESHENERS                         ","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 510-506-6713-0000,"510-CONSUMER PRODUCTS","506-CONSUMER PRODUCTS","6713-LIQUID/PUMP SPRAY AIR FRESHENERS                            ","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 510-506-6714-0000,"510-CONSUMER PRODUCTS","506-CONSUMER PRODUCTS","6714-SOLID/GEL AIR FRESHENERS                                    ","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 510-506-6720-0000,"510-CONSUMER PRODUCTS","506-CONSUMER PRODUCTS","6720-CHARCOAL LIGHTER MATERIALS                                  ","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 510-506-6721-0000,"510-CONSUMER PRODUCTS","506-CONSUMER PRODUCTS","6721-AEROSOL COOKING SPRAYS                                      ","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 510-506-6730-0000,"510-CONSUMER PRODUCTS","506-CONSUMER PRODUCTS","6730-UNDERARM ANTIPERSPIRANTS                         ","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 510-506-6732-0000,"510-CONSUMER PRODUCTS","506-CONSUMER PRODUCTS","6732-UNDERARM DEODORANTS                               ","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 510-506-6735-0000,"510-CONSUMER PRODUCTS","506-CONSUMER PRODUCTS","6735-DEODORANT BODY SPRAY","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 510-506-6740-0000,"510-CONSUMER PRODUCTS","506-CONSUMER PRODUCTS","6740-ASTRINGENTS/TONERS                                          ","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 510-506-6741-0000,"510-CONSUMER PRODUCTS","506-CONSUMER PRODUCTS","6741-HAND AND BODY LOTIONS                                       ","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 510-506-6742-0000,"510-CONSUMER PRODUCTS","506-CONSUMER PRODUCTS","6742-SUN SCREEN/TANNING PRODUCTS","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 510-506-6750-0000,"510-CONSUMER PRODUCTS","506-CONSUMER PRODUCTS","6750-PERSONAL FRAGRANCE PRODUCT (FRAGRANCE <= 20%)               ","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 510-506-6751-0000,"510-CONSUMER PRODUCTS","506-CONSUMER PRODUCTS","6751-PERSONAL FRAGRANCE PRODUCT (FRAGRANCE > 20%)                ","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 510-506-6756-0000,"510-CONSUMER PRODUCTS","506-CONSUMER PRODUCTS","6756-TEMP HAIR COLOR","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 510-506-6757-0000,"510-CONSUMER PRODUCTS","506-CONSUMER PRODUCTS","6757-HAIR CARE PRODUCT - CONDITIONER","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 510-506-6758-0000,"510-CONSUMER PRODUCTS","506-CONSUMER PRODUCTS","6758-HAIR CARE PRODUCT - SHAMPOO","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 510-506-6759-0000,"510-CONSUMER PRODUCTS","506-CONSUMER PRODUCTS","6759-OTHER HAIR CARE PRODUCTS","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 510-506-6760-0000,"510-CONSUMER PRODUCTS","506-CONSUMER PRODUCTS","6760-HAIR SPRAY                                                  ","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 510-506-6765-0000,"510-CONSUMER PRODUCTS","506-CONSUMER PRODUCTS","6765-HAIR MOUSSES                                                ","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 510-506-6766-0000,"510-CONSUMER PRODUCTS","506-CONSUMER PRODUCTS","6766-HAIR SHINES                                                 ","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 510-506-6768-0000,"510-CONSUMER PRODUCTS","506-CONSUMER PRODUCTS","6768-HAIR STYLING PRODUCT - AEROSOL/PUMP SPRAY","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 510-506-6769-0000,"510-CONSUMER PRODUCTS","506-CONSUMER PRODUCTS","6769-HAIR STYLING PRODUCT - ALL OTHER FORMS","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 510-506-6770-0000,"510-CONSUMER PRODUCTS","506-CONSUMER PRODUCTS","6770-NAIL COATINGS                                            ","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 510-506-6772-0000,"510-CONSUMER PRODUCTS","506-CONSUMER PRODUCTS","6772-NAIL POLISH REMOVERS                                        ","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 510-506-6780-0000,"510-CONSUMER PRODUCTS","506-CONSUMER PRODUCTS","6780-RUBBING ALCOHOL                                             ","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 510-506-6781-0000,"510-CONSUMER PRODUCTS","506-CONSUMER PRODUCTS","6781-SHAVING CREAMS                                              ","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 510-506-6782-0000,"510-CONSUMER PRODUCTS","506-CONSUMER PRODUCTS","6782-SHAVING GELS                                                ","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 510-506-6785-0000,"510-CONSUMER PRODUCTS","506-CONSUMER PRODUCTS","6785-PERSONAL HYGIENE PRODUCTS","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 510-506-6787-0000,"510-CONSUMER PRODUCTS","506-CONSUMER PRODUCTS","6787-PERSONAL CARE WIPES","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 510-506-6790-0000,"510-CONSUMER PRODUCTS","506-CONSUMER PRODUCTS","6790-LAUNDRY DETERGENT                                           ","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 510-506-6791-0000,"510-CONSUMER PRODUCTS","506-CONSUMER PRODUCTS","6791-HAND DISHWASHING SOAP                                       ","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 510-506-6792-0000,"510-CONSUMER PRODUCTS","506-CONSUMER PRODUCTS","6792-HEAVY DUTY HAND CLEANER OR SOAP                             ","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 510-506-6793-0000,"510-CONSUMER PRODUCTS","506-CONSUMER PRODUCTS","6793-HAND SANITIZER","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 510-506-6795-0000,"510-CONSUMER PRODUCTS","506-CONSUMER PRODUCTS","6795-BRUSH CLEANER","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 510-506-6796-0000,"510-CONSUMER PRODUCTS","506-CONSUMER PRODUCTS","6796-PRESSURIZED GAS DUSTER","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 510-506-6797-0000,"510-CONSUMER PRODUCTS","506-CONSUMER PRODUCTS","6797-WITCH HAZEL","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 510-506-6902-0000,"510-CONSUMER PRODUCTS","506-CONSUMER PRODUCTS","6902-OTHER CLEANERS/DEGREASERS/SOLVENTS","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 510-506-6903-0000,"510-CONSUMER PRODUCTS","506-CONSUMER PRODUCTS","6903-OTHER AUTO/VEH/MARINE CARE PRODUCTS","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 510-506-6904-0000,"510-CONSUMER PRODUCTS","506-CONSUMER PRODUCTS","6904-OTHER FUELS","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 510-506-6905-0000,"510-CONSUMER PRODUCTS","506-CONSUMER PRODUCTS","6905-OTHER MISC. HOUSEHOLD PRODUCTS","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 510-506-6906-0000,"510-CONSUMER PRODUCTS","506-CONSUMER PRODUCTS","6906-OTHER PERSONAL CARE PRODUCTS","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 510-506-6907-0000,"510-CONSUMER PRODUCTS","506-CONSUMER PRODUCTS","6907-MISCL. OFFICE AND ART SUPPLIES","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 510-506-6908-0000,"510-CONSUMER PRODUCTS","506-CONSUMER PRODUCTS","6908-LAWN AND GARDEN PRODUCTS","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 510-506-6909-0000,"510-CONSUMER PRODUCTS","506-CONSUMER PRODUCTS","6909-OTHER AIR FRESHENERS","0000-SUB-CATEGORY UNSPECIFIED",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
