AREA,EIC,EICSUM,EICSOU,EICMAT,EICSUB,POLLUTANT,SEASON,CONTROL_TYPE,2010
SANTA CLARA , 230-226-9100-0000,230-COATINGS AND RELATED PROCESS SOLVENTS,226-METAL FURNITURE AND FIXTURE COATINGS,9100-OIL BASED (ORGANIC SOLVENT BASED) COATINGS (UNSPECIFIED),0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SANTA CLARA , 230-228-9000-0000,230-COATINGS AND RELATED PROCESS SOLVENTS,228-CAN AND COIL COATINGS,9000-COATINGS (UNSPECIFIED),0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SANTA CLARA , 230-228-9054-0000,230-COATINGS AND RELATED PROCESS SOLVENTS,228-CAN AND COIL COATINGS,9054-LACQUER TOPCOATS (UNSPECIFIED),0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SANTA CLARA , 230-230-9000-0000,230-COATINGS AND RELATED PROCESS SOLVENTS,230-METAL PARTS AND PRODUCTS COATINGS,9000-COATINGS (UNSPECIFIED),0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SANTA CLARA , 230-230-9020-0000,230-COATINGS AND RELATED PROCESS SOLVENTS,230-METAL PARTS AND PRODUCTS COATINGS,9020-PRIMERS (UNSPECIFIED),0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SANTA CLARA , 230-230-9040-0000,230-COATINGS AND RELATED PROCESS SOLVENTS,230-METAL PARTS AND PRODUCTS COATINGS,9040-VARNISHES/SHELLACS (UNSPECIFIED),0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SANTA CLARA , 230-230-9050-0000,230-COATINGS AND RELATED PROCESS SOLVENTS,230-METAL PARTS AND PRODUCTS COATINGS,9050-TOPCOATS (UNSPECIFIED),0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SANTA CLARA , 230-230-9100-0000,230-COATINGS AND RELATED PROCESS SOLVENTS,230-METAL PARTS AND PRODUCTS COATINGS,9100-OIL BASED (ORGANIC SOLVENT BASED) COATINGS (UNSPECIFIED),0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SANTA CLARA , 230-232-9000-0000,230-COATINGS AND RELATED PROCESS SOLVENTS,232-WOOD FURNITURE AND FABRICATED PRODUCTS COATINGS,9000-COATINGS (UNSPECIFIED),0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SANTA CLARA , 230-232-9020-0000,230-COATINGS AND RELATED PROCESS SOLVENTS,232-WOOD FURNITURE AND FABRICATED PRODUCTS COATINGS,9020-PRIMERS (UNSPECIFIED),0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SANTA CLARA , 230-232-9040-0000,230-COATINGS AND RELATED PROCESS SOLVENTS,232-WOOD FURNITURE AND FABRICATED PRODUCTS COATINGS,9040-VARNISHES/SHELLACS (UNSPECIFIED),0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SANTA CLARA , 230-232-9052-0000,230-COATINGS AND RELATED PROCESS SOLVENTS,232-WOOD FURNITURE AND FABRICATED PRODUCTS COATINGS,9052-ENAMEL TOPCOATS (UNSPECIFIED),0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SANTA CLARA , 230-232-9054-0000,230-COATINGS AND RELATED PROCESS SOLVENTS,232-WOOD FURNITURE AND FABRICATED PRODUCTS COATINGS,9054-LACQUER TOPCOATS (UNSPECIFIED),0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SANTA CLARA , 230-232-9100-0000,230-COATINGS AND RELATED PROCESS SOLVENTS,232-WOOD FURNITURE AND FABRICATED PRODUCTS COATINGS,9100-OIL BASED (ORGANIC SOLVENT BASED) COATINGS (UNSPECIFIED),0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SANTA CLARA , 230-236-9000-0000,230-COATINGS AND RELATED PROCESS SOLVENTS,236-PLASTIC PARTS,9000-COATINGS (UNSPECIFIED),0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SANTA CLARA , 230-236-9100-0000,230-COATINGS AND RELATED PROCESS SOLVENTS,236-PLASTIC PARTS,9100-OIL BASED (ORGANIC SOLVENT BASED) COATINGS (UNSPECIFIED),0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SANTA CLARA , 230-240-8300-0000,230-COATINGS AND RELATED PROCESS SOLVENTS,240-THINNING AND CLEANUP SOLVENT USES,8300-THINNING AND CLEANUP SOLVENTS - COATINGS  (UNSPECIFIED),0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SANTA CLARA , 230-240-8350-0000,230-COATINGS AND RELATED PROCESS SOLVENTS,240-THINNING AND CLEANUP SOLVENT USES,8350-CLEANUP SOLVENTS - COATINGS  (UNSPECIFIED),0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SANTA CLARA , 230-995-9000-0000,230-COATINGS AND RELATED PROCESS SOLVENTS,995-OTHER,9000-COATINGS (UNSPECIFIED),0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SANTA CLARA , 230-995-9020-0000,230-COATINGS AND RELATED PROCESS SOLVENTS,995-OTHER,9020-PRIMERS (UNSPECIFIED),0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SANTA CLARA , 230-995-9040-0000,230-COATINGS AND RELATED PROCESS SOLVENTS,995-OTHER,9040-VARNISHES/SHELLACS (UNSPECIFIED),0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SANTA CLARA , 230-995-9052-0000,230-COATINGS AND RELATED PROCESS SOLVENTS,995-OTHER,9052-ENAMEL TOPCOATS (UNSPECIFIED),0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SANTA CLARA , 230-995-9054-0000,230-COATINGS AND RELATED PROCESS SOLVENTS,995-OTHER,9054-LACQUER TOPCOATS (UNSPECIFIED),0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SANTA CLARA , 230-995-9100-0000,230-COATINGS AND RELATED PROCESS SOLVENTS,995-OTHER,9100-OIL BASED (ORGANIC SOLVENT BASED) COATINGS (UNSPECIFIED),0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SANTA CLARA , 240-260-8400-0000,240-PRINTING,260-ROTOGRAVURE,8400-INK (UNSPECIFIED),0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SANTA CLARA , 240-262-8400-0000,240-PRINTING,262-FLEXOGRAPHIC,8400-INK (UNSPECIFIED),0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SANTA CLARA , 240-264-8400-0000,240-PRINTING,264-LITHOGRAPHIC,8400-INK (UNSPECIFIED),0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SANTA CLARA , 240-268-8400-0000,240-PRINTING,268-SCREEN PRINTING,8400-INK (UNSPECIFIED),0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SANTA CLARA , 240-995-8000-0000,240-PRINTING,995-OTHER,8000-SOLVENTS (UNSPECIFIED),0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SANTA CLARA , 240-995-8400-0000,240-PRINTING,995-OTHER,8400-INK (UNSPECIFIED),0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SANTA CLARA , 250-292-8200-0000,250-ADHESIVES AND SEALANTS,292-ADHESIVES AND SEALANTS,8200-ADHESIVES AND SEALANTS (UNSPECIFIED),0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SANTA CLARA , 250-292-8202-0000,250-ADHESIVES AND SEALANTS,292-ADHESIVES AND SEALANTS,8202-ORGANIC SOLVENT BASED ADHESIVES AND SEALANTS (UNSPECIFIED),0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SANTA CLARA , 250-292-8250-0000,250-ADHESIVES AND SEALANTS,292-ADHESIVES AND SEALANTS,8250-WATER BASED ADHESIVES AND SEALANTS (UNSPECIFIED),0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SANTA CLARA , 299-995-0000-0000,299-OTHER (CLEANING AND SURFACE COATINGS),995-OTHER,0000-MATERIAL NOT SPECIFIED,0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SANTA CLARA , 299-995-8000-0000,299-OTHER (CLEANING AND SURFACE COATINGS),995-OTHER,8000-SOLVENTS (UNSPECIFIED),0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SANTA CLARA , 310-301-1600-0000,310-OIL AND GAS PRODUCTION,301-FUGITIVE LOSSES - MUD DEGASSING,1600-CRUDE OIL (UNSPECIFIED),0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SANTA CLARA , 310-302-1600-0000,310-OIL AND GAS PRODUCTION,302-FUGITIVE LOSSES - VALVES,1600-CRUDE OIL (UNSPECIFIED),0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SANTA CLARA , 310-303-1600-0000,310-OIL AND GAS PRODUCTION,303-FUGITIVES: FLANGES,1600-CRUDE OIL (UNSPECIFIED),0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SANTA CLARA , 310-304-1600-0000,310-OIL AND GAS PRODUCTION,304-FUGITIVE LOSSES - FITTINGS,1600-CRUDE OIL (UNSPECIFIED),0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SANTA CLARA , 310-310-1600-0000,310-OIL AND GAS PRODUCTION,310-FUGITIVE LOSSES - WELL HEADS,1600-CRUDE OIL (UNSPECIFIED),0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SANTA CLARA , 310-311-1600-0000,310-OIL AND GAS PRODUCTION,311-PNEUMATIC DEVICES - PUMPS,1600-CRUDE OIL (UNSPECIFIED),0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SANTA CLARA , 310-315-1600-0000,310-OIL AND GAS PRODUCTION,315-FUGITIVES: OPEN ENDED LINES,1600-CRUDE OIL (UNSPECIFIED),0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SANTA CLARA , 310-320-1600-0000,310-OIL AND GAS PRODUCTION,320-VAPOR RECOVERY/FLARES,1600-CRUDE OIL (UNSPECIFIED),0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SANTA CLARA , 310-326-1610-0000,310-OIL AND GAS PRODUCTION,326-FIXED ROOF TANKS - BREATHING LOSSES,1610-CRUDE OIL - RVP 5,0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SANTA CLARA , 310-326-3000-0000,310-OIL AND GAS PRODUCTION,326-FIXED ROOF TANKS - BREATHING LOSSES,3000-ORGANIC CHEMICALS (UNSPECIFIED),0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SANTA CLARA , 310-330-1610-0000,310-OIL AND GAS PRODUCTION,330-UNDERGROUND TANKS,1610-CRUDE OIL - RVP 5,0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SANTA CLARA , 310-333-0100-0000,310-OIL AND GAS PRODUCTION,333-DEHYDRATORS,0100-GASEOUS FUEL (UNSPECIFIED),0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SANTA CLARA , 310-340-0100-0000,310-OIL AND GAS PRODUCTION,340-WASTEWATER TREATMENT,0100-GASEOUS FUEL (UNSPECIFIED),0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SANTA CLARA , 310-393-1600-0000,310-OIL AND GAS PRODUCTION,393-TANK TRUCKS/RAILCAR WORKING LOSS,1600-CRUDE OIL (UNSPECIFIED),0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SANTA CLARA , 310-995-0100-0000,310-OIL AND GAS PRODUCTION,995-OTHER,0100-GASEOUS FUEL (UNSPECIFIED),0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SANTA CLARA , 310-995-1600-0000,310-OIL AND GAS PRODUCTION,995-OTHER,1600-CRUDE OIL (UNSPECIFIED),0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SANTA CLARA , 320-321-4999-0000,320-PETROLEUM REFINING,321-TANKS (UNSPECIFIED),4999-CHEMICALS (UNSPECIFIED),0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SANTA CLARA , 320-322-1000-0000,320-PETROLEUM REFINING,322-FLOATING ROOF TANKS - BREATHING LOSSES,1000-LIQUID FUEL (UNSPECIFIED),0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SANTA CLARA , 320-322-1100-0000,320-PETROLEUM REFINING,322-FLOATING ROOF TANKS - BREATHING LOSSES,1100-GASOLINE (UNSPECIFIED),0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SANTA CLARA , 320-995-0000-0000,320-PETROLEUM REFINING,995-OTHER,0000-MATERIAL NOT SPECIFIED,0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0.003
SANTA CLARA , 330-318-0110-0000,330-PETROLEUM MARKETING,318-NATURAL GAS TRANSMISSION LOSSES,0110-NATURAL GAS,0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SANTA CLARA , 330-321-4999-0000,330-PETROLEUM MARKETING,321-TANKS (UNSPECIFIED),4999-CHEMICALS (UNSPECIFIED),0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SANTA CLARA , 330-322-1110-0000,330-PETROLEUM MARKETING,322-FLOATING ROOF TANKS - BREATHING LOSSES,1110-GASOLINE - RVP 7,0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SANTA CLARA , 330-322-3128-0000,330-PETROLEUM MARKETING,322-FLOATING ROOF TANKS - BREATHING LOSSES,3128-ETHANOL (ETHYL ALCOHOL),0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SANTA CLARA , 330-326-1110-0000,330-PETROLEUM MARKETING,326-FIXED ROOF TANKS - BREATHING LOSSES,1110-GASOLINE - RVP 7,0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SANTA CLARA , 330-330-1000-0000,330-PETROLEUM MARKETING,330-UNDERGROUND TANKS,1000-LIQUID FUEL (UNSPECIFIED),0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SANTA CLARA , 330-330-1140-0000,330-PETROLEUM MARKETING,330-UNDERGROUND TANKS,1140-AVIATION GASOLINE,0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SANTA CLARA , 330-330-1214-0000,330-PETROLEUM MARKETING,330-UNDERGROUND TANKS,1214-DIESEL #2,0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SANTA CLARA , 330-330-1410-0000,330-PETROLEUM MARKETING,330-UNDERGROUND TANKS,1410-JET KEROSENE,0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SANTA CLARA , 330-374-1100-0000,330-PETROLEUM MARKETING,374-FUEL DISPENSING TANKS - WORKING LOSSES,1100-GASOLINE (UNSPECIFIED),0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SANTA CLARA , 330-376-1100-0000,330-PETROLEUM MARKETING,376-FUEL DISPENSING TANKS - BREATHING LOSSES,1100-GASOLINE (UNSPECIFIED),0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SANTA CLARA , 330-378-1100-0000,330-PETROLEUM MARKETING,378-VEHICLE REFUELING - VAPOR DISPLACEMENT LOSSES,1100-GASOLINE (UNSPECIFIED),0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SANTA CLARA , 330-380-1100-0000,330-PETROLEUM MARKETING,380-VEHICLE REFUELING - SPILLAGE,1100-GASOLINE (UNSPECIFIED),0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SANTA CLARA , 330-381-1100-0000,330-PETROLEUM MARKETING,381-VEHICLE REFUELING - HOSE PERMEATION,1100-GASOLINE (UNSPECIFIED),0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SANTA CLARA , 330-384-1100-0000,330-PETROLEUM MARKETING,384-BULK PLANTS/TERMINALS - GASOLINE STORAGE - WORKING LOSSES,1100-GASOLINE (UNSPECIFIED),0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SANTA CLARA , 330-390-0010-0000,330-PETROLEUM MARKETING,390-TANK CARS AND TRUCKS - WORKING LOSSES,0010-HYDROCARBON COMPOUNDS (UNSPECIFIED),0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SANTA CLARA , 330-390-1100-0000,330-PETROLEUM MARKETING,390-TANK CARS AND TRUCKS - WORKING LOSSES,1100-GASOLINE (UNSPECIFIED),0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SANTA CLARA , 330-390-1200-0000,330-PETROLEUM MARKETING,390-TANK CARS AND TRUCKS - WORKING LOSSES,1200-DIESEL/DISTILLATE OIL (UNSPECIFIED),0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SANTA CLARA , 330-390-1300-0000,330-PETROLEUM MARKETING,390-TANK CARS AND TRUCKS - WORKING LOSSES,1300-KEROSENE,0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SANTA CLARA , 330-395-1100-0000,330-PETROLEUM MARKETING,395-CARGO TANKS - PRESSURE RELATED FUGITIVE LOSSES,1100-GASOLINE (UNSPECIFIED),0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SANTA CLARA , 330-396-1100-0000,330-PETROLEUM MARKETING,396-CARGO TANKS - VAPOR HOSE FUGITIVE LOSSES,1100-GASOLINE (UNSPECIFIED),0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SANTA CLARA , 330-397-1100-0000,330-PETROLEUM MARKETING,397-CARGO TANKS - PRODUCT HOSE FUGITIVE LOSSES,1100-GASOLINE (UNSPECIFIED),0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SANTA CLARA , 330-995-1100-0000,330-PETROLEUM MARKETING,995-OTHER,1100-GASOLINE (UNSPECIFIED),0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SANTA CLARA , 399-995-0000-0000,399-OTHER (PETROLEUM PRODUCTION AND MARKETING),995-OTHER,0000-MATERIAL NOT SPECIFIED,0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SANTA CLARA , 410-321-4999-0000,410-CHEMICAL,321-TANKS (UNSPECIFIED),4999-CHEMICALS (UNSPECIFIED),0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SANTA CLARA , 410-322-3000-0000,410-CHEMICAL,322-FLOATING ROOF TANKS - BREATHING LOSSES,3000-ORGANIC CHEMICALS (UNSPECIFIED),0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SANTA CLARA , 410-326-3000-0000,410-CHEMICAL,326-FIXED ROOF TANKS - BREATHING LOSSES,3000-ORGANIC CHEMICALS (UNSPECIFIED),0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SANTA CLARA , 410-326-3033-0000,410-CHEMICAL,326-FIXED ROOF TANKS - BREATHING LOSSES,3033-AROMATICS (UNSPECIFIED),0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SANTA CLARA , 410-326-3040-0000,410-CHEMICAL,326-FIXED ROOF TANKS - BREATHING LOSSES,3040-AMINES/AMIDES (UNSPECIFIED),0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SANTA CLARA , 410-326-3202-0000,410-CHEMICAL,326-FIXED ROOF TANKS - BREATHING LOSSES,3202-ISOPROPANOL (ISOPROPYL ALCOHOL),0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SANTA CLARA , 410-326-3212-0000,410-CHEMICAL,326-FIXED ROOF TANKS - BREATHING LOSSES,3212-M-XYLENES (UNSPECIFIED),0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SANTA CLARA , 410-326-3220-0000,410-CHEMICAL,326-FIXED ROOF TANKS - BREATHING LOSSES,3220-METHANOL (METHYL ALCOHOL),0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SANTA CLARA , 410-326-3300-0000,410-CHEMICAL,326-FIXED ROOF TANKS - BREATHING LOSSES,3300-PERCHLOROETHYLENE,0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SANTA CLARA , 410-390-4999-0000,410-CHEMICAL,390-TANK CARS AND TRUCKS - WORKING LOSSES,4999-CHEMICALS (UNSPECIFIED),0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SANTA CLARA , 410-400-3000-0000,410-CHEMICAL,400-CHEMICAL MANUFACTURING,3000-ORGANIC CHEMICALS (UNSPECIFIED),0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SANTA CLARA , 410-400-4999-0000,410-CHEMICAL,400-CHEMICAL MANUFACTURING,4999-CHEMICALS (UNSPECIFIED),0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0.0059
SANTA CLARA , 410-402-0010-0000,410-CHEMICAL,402-RUBBER AND RUBBER PRODUCTS MANUFACTURING,0010-HYDROCARBON COMPOUNDS (UNSPECIFIED),0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SANTA CLARA , 410-402-5062-0000,410-CHEMICAL,402-RUBBER AND RUBBER PRODUCTS MANUFACTURING,5062-SYNTHETIC RUBBER,0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0.0001
SANTA CLARA , 410-403-5018-0000,410-CHEMICAL,403-FIBERGLASS AND FIBERGLASS PRODUCTS MANUFACTURING,5018-FIBERGLASS,0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SANTA CLARA , 410-404-5000-0000,410-CHEMICAL,404-PLASTICS AND PLASTIC PRODUCTS MANUFACTURING,5000-PLASTICS (UNSPECIFIED),0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0.0225
SANTA CLARA , 410-404-5044-0000,410-CHEMICAL,404-PLASTICS AND PLASTIC PRODUCTS MANUFACTURING,5044-POLYPROPYLENE,0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SANTA CLARA , 410-404-5046-0000,410-CHEMICAL,404-PLASTICS AND PLASTIC PRODUCTS MANUFACTURING,5046-POLYSTYRENE,0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SANTA CLARA , 410-407-9000-0000,410-CHEMICAL,407-PAINT AND ALLIED PRODUCTS MANUFACTURING,9000-COATINGS (UNSPECIFIED),0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SANTA CLARA , 410-995-3000-0000,410-CHEMICAL,995-OTHER,3000-ORGANIC CHEMICALS (UNSPECIFIED),0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0.0053
SANTA CLARA , 410-995-4999-0000,410-CHEMICAL,995-OTHER,4999-CHEMICALS (UNSPECIFIED),0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
